"company" "tikr" "price" "country" "mrkt"
"The Kroger Co." "KR" 48.13 "US" "XNYS"
"US Well Services, Inc." "USWS" 1.29 "US" "XNAS"
"Theratechnologies, Inc." "THTX" 2.94 "US" "XNAS"
"Verona Pharma Plc" "VRNA" 6.85 "US" "XNAS"
"The Goldman Sachs Group, Inc." "GS" 397.51 "CA" NA
"Weibo Corp." "WB" 33.45 "CA" NA
"VIA optronics AG" "VIAO" 8.39 "US" "XNYS"
"Socket Mobile, Inc." "SCKT" 4.12 "US" "XNAS"
"Sono Group N.V." "SEV" 8.64 "CA" NA
"South Jersey Industries, Inc." "SJI" 26.05 "US" "XNYS"
"Texas Instruments Incorporated" "TXN" 179.44 "US" "XNAS"
"STAG Industrial, Inc." "STAG" 44.78 "US" "XNYS"
"Tempur Sealy International, Inc." "TPX" 44.86 "LN" NA
"The Cooper Cos., Inc." "COO" 408.69 "AU" NA
"Upstart Holdings, Inc." "UPST" 116.95 "US" "XNAS"
"Sonnet BioTherapeutics Holdings, Inc." "SONN" 0.38 "US" "XNAS"
"The Trade Desk, Inc." "TTD" 78.93 "CA" NA
"VYNE Therapeutics, Inc." "VYNE" 1.02 "US" "XNAS"
"So-Young International, Inc." "SY" 3.04 "CA" NA
"The Middleby Corp." "MIDD" 197.34 "US" "XNAS"
"The Sherwin-Williams Co." "SHW" 323.26 "US" "XNYS"
"Veeva Systems, Inc." "VEEV" 231.36 "US" "XNYS"
"West Fraser Timber Co. Ltd." "WFG" 91.86 "CA" NA
"Sprott, Inc." "SII" 41.22 "CA" NA
"Union Pacific Corp." "UNP" 254.77 "US" "XNYS"
"Thor Industries, Inc." "THO" 106.42 "AU" NA
"SunCoke Energy, Inc." "SXC" 7.09 "US" "XNYS"
"StealthGas, Inc." "GASS" 2.22 "US" "XNAS"
"SunLink Health Systems, Inc." "SSY" 1.51 "LN" NA
"VEON Ltd." "VEON" 1.72 "US" "XNAS"
"Urstadt Biddle Properties, Inc." "UBA" 21.22 "US" "XNYS"
"Textainer Group Holdings Ltd." "TGH" 37.25 "AU" NA
"VirnetX Holding Corp." "VHC" 2.56 "US" "XNYS"
"Virtu Financial, Inc." "VIRT" 29.6 "US" "XNAS"
"Village Farms International, Inc." "VFF" 6 "CA" NA
"Universe Pharmaceuticals, Inc." "UPC" 1.6 NA NA
"The Simply Good Foods Co." "SMPL" 39.33 "US" "XNAS"
"The Ensign Group, Inc." "ENSG" 80.31 "US" "XNAS"
"StoneCo Ltd." "STNE" 16.13 "US" "XNAS"
"Varonis Systems, Inc." "VRNS" 43.84 "US" "XNAS"
"TrueCar, Inc." "TRUE" 3.76 "CA" NA
"The GEO Group, Inc." "GEO" 8.03 "LN" NA
"Vale SA" "VALE" 14.81 "US" "XNYS"
"W.R. Berkley Corp." "WRB" 84.6 "US" "XNYS"
"Wallbox BV" "WBX" 14 NA NA
"The Community Financial Corp. (Maryland)" "TCFC" 39.24 "US" "XNAS"
"Sundial Growers, Inc." "SNDL" 0.6 "US" "XNAS"
"United States Antimony Corp." "UAMY" 0.49 "US" "XASE"
"Weyerhaeuser Co." "WY" 40.34 "US" "XNYS"
"Tandem Diabetes Care, Inc." "TNDM" 131.12 "US" "XNAS"
"Vaxart, Inc." "VXRT" 6.11 "US" "XNAS"
"United Rentals, Inc." "URI" 325.88 "US" "XNYS"
"Veritone, Inc." "VERI" 19.56 "US" "XNAS"
"Tuniu Corp." "TOUR" 1.06 "US" "XNAS"
"Stifel Financial Corp." "SF" 75.72 "US" "XNYS"
"The Bancorp, Inc. (Delaware)" "TBBK" 27.31 "US" "XNAS"
"The Chemours Co." "CC" 36.03 "CA" NA
"W.P. Carey, Inc." "WPC" 80.64 "US" "XNYS"
"Synovus Financial Corp." "SNV" 52.6 "CA" NA
"White Mountains Insurance Group Ltd." "WTM" 1028.9 "US" "XNYS"
"Timber Pharmaceuticals, Inc." "TMBR" 0.4 "US" "XASE"
"SRAX, Inc." "SRAX" 4.35 "US" "XNAS"
"Western Digital Corp." "WDC" 65.86 "US" "XNAS"
"Wave Life Sciences Ltd." "WVE" 2.89 "US" "XNAS"
"TransUnion" "TRU" 111.32 "LN" NA
"Twist Bioscience Corp." "TWST" 66.84 "US" "XNAS"
"Takung Art Co., Ltd." "TKAT" 3.38 "US" "XASE"
"Tanger Factory Outlet Centers, Inc." "SKT" 19.71 "NZ" NA
"Vista Oil & Gas SA de CV" "VIST" 5.71 "US" "XNYS"
"Sony Group Corporation - ADR" "SONY" 124.32 "US" "XNYS"
"Urban One, Inc." "UONE" 5.04 "US" "XNAS"
"Terex Corp." "TEX" 45.45 "AU" NA
"Tradeweb Markets, Inc." "TW" 91.5 "LN" NA
"VistaGen Therapeutics, Inc." "VTGN" 1.76 "US" "XNAS"
"Versus Systems, Inc." "VS" 2.02 "CA" NA
"Twilio, Inc." "TWLO" 230.13 "US" "XNYS"
"Synopsys, Inc." "SNPS" 330.36 "US" "XNAS"
"The New York Times Co." "NYT" 42.7 "US" "XNYS"
"T2 Biosystems, Inc." "TTOO" 0.47 "US" "XNAS"
"Vishay Intertechnology, Inc." "VSH" 21.4 "US" "XNYS"
"Urban Outfitters, Inc." "URBN" 28.72 "US" "XNAS"
"Tenet Healthcare Corp." "THC" 74.9 "AU" NA
"UTStarcom Holdings Corp." "UTSI" 0.85 "US" "XNAS"
"Ulta Beauty, Inc." "ULTA" 396.97 "US" "XNAS"
"TechnipFMC Plc" "FTI" 6.85 "CA" NA
"Spirit Realty Capital, Inc." "SRC" 48.2 "LN" NA
"Snap-On, Inc." "SNA" 218.91 "CA" NA
"Walmart, Inc." "WMT" 144.88 "CA" NA
"The Kraft Heinz Co." "KHC" 37.36 "US" "XNAS"
"Waste Management, Inc." "WM" 161.79 "CA" NA
"Syros Pharmaceuticals, Inc." "SYRS" 3.5 "US" "XNAS"
"VMware, Inc." "VMW" 120.54 "US" "XNYS"
"Tucows, Inc." "TCX" 82.13 "US" "XNAS"
"Toast, Inc." "TOST" 28.32 NA NA
"Summit Wireless Technologies, Inc." "WISA" 1.28 "US" "XNAS"
"Verra Mobility Corp." "VRRM" 15.1 "US" "XNAS"
"voxeljet AG" "VJET" 6.15 "US" "XNAS"
"Uranium Energy Corp." "UEC" 3.89 "US" "XASE"
"Trex Co., Inc." "TREX" 116.87 "US" "XNYS"
"Synchrony Financial" "SYF" 48.22 "US" "XNYS"
"TransGlobe Energy Corp." "TGA" 3.16 "AU" NA
"Turtle Beach Corp." "HEAR" 21.23 "US" "XNAS"
"The Allstate Corp." "ALL" 125.94 "LN" NA
"The Eastern Co." "EML" 26.44 "LN" NA
"Valaris Ltd." "VAL" 39.81 "LN" NA
"Sonim Technologies, Inc." "SONM" 0.85 "US" "XNAS"
"Tenaris SA" "TS" 22.42 "US" "XNYS"
"Vistra Corp." "VST" 22.72 "CA" NA
"T. Rowe Price Group, Inc." "TROW" 191.56 "US" "XNAS"
"U.S. Global Investors, Inc." "GROW" 5.01 "LN" NA
"VerifyMe, Inc." "VRME" 3.23 "US" "XNAS"
"Sol-Gel Technologies Ltd." "SLGL" 7.63 "US" "XNAS"
"The Chefs' Warehouse, Inc." "CHEF" 31.8 "US" "XNAS"
"Taylor Morrison Home Corp." "TMHC" 30.84 "US" "XNYS"
"uCloudlink Group, Inc." "UCL" 2.27 "AU" NA
"The First of Long Island Corp." "FLIC" 22.3 "US" "XNAS"
"Vector Group Ltd." "VGR" 11.01 "US" "XNYS"
"Solitario Zinc Corp." "XPL" 0.5 "AU" NA
"Vulcan Materials Co." "VMC" 207.93 "AU" NA
"VF Corp." "VFC" 72.49 "US" "XNYS"
"Syndax Pharmaceuticals, Inc." "SNDX" 19.11 "US" "XNAS"
"Westport Fuel Systems, Inc." "WPRT" 2.33 "CA" NA
"Warner Music Group Corp." "WMG" 39.97 "CA" NA
"Teladoc Health, Inc." "TDOC" 82.02 "US" "XNYS"
"STERIS Plc (Ireland)" "STE" 234.87 "CA" NA
"Stem Inc - Ordinary Shares - Class A" "STEM" 15.84 "LN" NA
"Visa, Inc." "V" 216.91 "US" "XNYS"
"Take-Two Interactive Software, Inc." "TTWO" 164.63 "US" "XNAS"
"Venus Concept, Inc." "VERO" 1.6 "US" "XNAS"
"TEGNA, Inc." "TGNA" 18.47 "US" "XNYS"
"Teva Pharmaceutical Industries Ltd." "TEVA" 8.86 "US" "XNYS"
"Whitestone REIT" "WSR" 10.29 "AU" NA
"UroGen Pharma Ltd." "URGN" 8.78 "US" "XNAS"
"Talos Energy, Inc." "TALO" 10.92 "US" "XNYS"
"Stevanato Group SpA" "STVN" 17.98 "US" "XNYS"
"Sprout Social, Inc." "SPT" 74.97 "LN" NA
"Welltower, Inc." "WELL" 87.83 "CA" NA
"Ur-Energy, Inc." "URG" 1.45 "CA" NA
"SmileDirectClub, Inc." "SDC" 2.12 "CA" NA
"Urban Edge Properties" "UE" 19.51 "US" "XNYS"
"T-Mobile US, Inc." "TMUS" 109.68 "US" "XNAS"
"Superior Industries International, Inc." "SUP" 4.92 "LN" NA
"Universal Health Services, Inc." "UHS" 132.05 "US" "XNYS"
"TIAN RUIXIANG Holdings Ltd." "TIRX" 1.61 NA NA
"Vinci Partners Investments Ltd." "VINP" 11.23 "US" "XNAS"
"Venator Materials Plc" "VNTR" 2.55 "US" "XNYS"
"TripAdvisor, Inc." "TRIP" 28.22 "CA" NA
"Sumo Logic, Inc." "SUMO" 12.13 "LN" NA
"Viemed Healthcare, Inc." "VMD" 5.48 "CA" NA
"Steel Dynamics, Inc." "STLD" 62.32 "US" "XNAS"
"Universal Security Instruments, Inc." "UUU" 2.98 "US" "XASE"
"The Williams Cos., Inc." "WMB" 28 "US" "XNYS"
"UMH Properties, Inc." "UMH" 25.04 "US" "XNYS"
"Waterdrop, Inc." "WDH" 1.34 "US" "XNYS"
"Supernus Pharmaceuticals, Inc." "SUPN" 29.78 "US" "XNAS"
"Spark Networks SE" "LOV" 3.33 "AU" NA
"VTEX (Cayman Islands)" "VTEX" 8.75 "US" "XNYS"
"The Boeing Co." "BA" 215.47 "LN" NA
"Voyager Therapeutics, Inc." "VYGR" 2.82 "CA" NA
"Univar Solutions, Inc." "UNVR" 28.01 "US" "XNYS"
"Super League Gaming, Inc." "SLGG" 2.22 "US" "XNAS"
"ThermoGenesis Holdings, Inc." "THMO" 1.02 "US" "XNAS"
"U.S. Silica Holdings, Inc." "SLCA" 10.59 "US" "XNYS"
"VICI Properties, Inc." "VICI" 28.56 "US" "XNYS"
"Universal Health Realty Income Trust" "UHT" 60.24 "US" "XNYS"
"Verisk Analytics, Inc." "VRSK" 206.66 "US" "XNAS"
"Tonix Pharmaceuticals Holding Corp." "TNXP" 0.34 "US" "XNAS"
"Tractor Supply Co." "TSCO" 228.33 "LN" NA
"Urban One, Inc." "UONEK" 3.88 "US" "XNAS"
"Viavi Solutions, Inc." "VIAV" 17.09 "US" "XNAS"
"Warrior Met Coal, Inc." "HCC" 25.96 "CA" NA
"Toyota Motor Corp." "TM" 200.54 "CA" NA
"Tuya, Inc." "TUYA" 5.44 "US" "XNYS"
"Uber Technologies, Inc." "UBER" 41.5 "US" "XNYS"
"Telephone & Data Systems, Inc." "TDS" 20.81 "US" "XNYS"
"Webster Financial Corp." "WBS" 63.16 "US" "XNYS"
"Syneos Health, Inc." "SYNH" 91.73 "US" "XNAS"
"Transocean Ltd." "RIG" 3.31 "AU" NA
"UTZ Brands, Inc." "UTZ" 18.01 "US" "XNYS"
"Honest Company Inc (The )" "HNST" 7.09 "US" "XNAS"
"The TJX Cos., Inc." "TJX" 74.37 "US" "XNYS"
"Tyson Foods, Inc." "TSN" 91.01 "AU" NA
"Stereotaxis, Inc." "STXS" 6.15 "US" "XASE"
"Weatherford International Plc" "WFRD" 27.39 "US" "XNAS"
"West Pharmaceutical Services, Inc." "WST" 390.29 "US" "XNYS"
"Vericel Corp." "VCEL" 36.6 "US" "XNAS"
"Vaccinex, Inc." "VCNX" 1.1 "US" "XNAS"
"Whirlpool Corp." "WHR" 226.93 "LN" NA
"The Alkaline Water Co., Inc." "WTER" 1.15 "CA" NA
"Tellurian, Inc." "TELL" 2.99 "US" "XASE"
"Tsakos Energy Navigation Ltd." "TNP" 8.17 "AU" NA
"Thermo Fisher Scientific, Inc." "TMO" 606.82 "LN" NA
"Terreno Realty Corp." "TRNO" 78.33 "US" "XNYS"
"Tesla, Inc." "TSLA" 1026.87 "US" "XNAS"
"Uniti Group, Inc." "UNIT" 13.03 "US" "XNAS"
"Steelcase, Inc." "SCS" 11.92 "LN" NA
"ViaSat, Inc." "VSAT" 46.98 "US" "XNAS"
"Wayfair, Inc." "W" 180.08 "US" "XNYS"
"Tenable Holdings, Inc." "TENB" 49.42 "US" "XNAS"
"Vislink Technologies, Inc." "VISL" 1.11 "US" "XNAS"
"Westwater Resources, Inc." "WWR" 2.31 "AU" NA
"Top Ships, Inc." "TOPS" 0.91 "US" "XNAS"
"Sotherly Hotels, Inc." "SOHO" 2.13 "LN" NA
"The Carlyle Group, Inc." "CG" 51.03 "CA" NA
"Unity Biotechnology, Inc." "UBX" 1.59 "US" "XNAS"
"Verb Technology Co., Inc." "VERB" 1.21 "US" "XNAS"
"WestRock Co." "WRK" 46.95 "US" "XNYS"
"Travere Therapeutics, Inc." "TVTX" 27.84 "US" "XNAS"
"Summit Hotel Properties, Inc." "INN" 10.3 "US" "XNYS"
"SolarEdge Technologies, Inc." "SEDG" 249.06 "US" "XNAS"
"Sypris Solutions, Inc." "SYPR" 2.34 "US" "XNAS"
"Trane Technologies Plc" "TT" 189.34 "CA" NA
"The Cato Corp." "CATO" 17.08 "US" "XNYS"
"The Clorox Co." "CLX" 179.94 "LN" NA
"Vertiv Holdings Co." "VRT" 22.55 "AU" NA
"The Bank of Princeton" "BPRN" 30.5 "US" "XNAS"
"SSR Mining, Inc." "SSRM" 16.35 "CA" NA
"UDR, Inc." "UDR" 58.21 "US" "XNYS"
"STORE Capital Corp." "STOR" 34.22 "US" "XNYS"
"VivoPower International Plc" "VVPR" 3.06 "US" "XNAS"
"The Andersons, Inc." "ANDE" 39.49 "US" "XNAS"
"Superior Drilling Products, Inc." "SDPI" 0.8 "US" "XASE"
"Blackstone Inc." "BX" 116.71 "CA" NA
"Taoping, Inc." "TAOP" 1.59 "US" "XNAS"
"SOC Telemed, Inc." "TLMD" 1.16 "US" "XNAS"
"Snap, Inc." "SNAP" 41.33 "US" "XNYS"
"Steven Madden Ltd." "SHOO" 43.99 "US" "XNAS"
"Vontier Corp." "VNT" 30.58 "US" "XNYS"
"Washington Real Estate Investment Trust" "WRE" 26.59 "US" "XNYS"
"The First Bancshares, Inc. (Mississippi)" "FBMS" 39.79 "US" "XNAS"
"Teradyne, Inc." "TER" 158.24 "AU" NA
"Terminix Global Holdings, Inc." "TMX" 43.58 "AU" NA
"US Foods Holding Corp." "USFD" 35.92 "US" "XNYS"
"Sorrento Therapeutics, Inc." "SRNE" 4.54 "US" "XNAS"
"United Parcel Service, Inc." "UPS" 218.16 "US" "XNYS"
"WEC Energy Group, Inc." "WEC" 97.21 "AU" NA
"UGI Corp." "UGI" 44.83 "US" "XNYS"
"Squarespace Inc - Ordinary Shares - Class A" "SQSP" 26.81 "US" "XNYS"
"Toughbuilt Industries, Inc." "TBLT" 0.37 "US" "XNAS"
"Vascular Biogenics Ltd." "VBLT" 1.78 "US" "XNAS"
"Vertex Pharmaceuticals, Inc." "VRTX" 221.88 "US" "XNAS"
"Stryker Corp." "SYK" 263.43 "US" "XNYS"
"Twitter, Inc." "TWTR" 39.67 "US" "XNYS"
"Valneva SE" "VALN" 39.94 "US" "XNAS"
"Sumitomo Mitsui Financial Group, Inc." "SMFG" 7.23 "US" "XNYS"
"Vornado Realty Trust" "VNO" 45.77 "US" "XNYS"
"UTime Ltd." "UTME" 2.64 "US" "XNAS"
"United Airlines Holdings, Inc." "UAL" 47.31 "US" "XNAS"
"Spirit Airlines, Inc." "SAVE" 23.62 "LN" NA
"Stellantis NV" "STLA" 20.44 "US" "XNYS"
"The AZEK Co., Inc." "AZEK" 41.66 "US" "XNYS"
"Verint Systems, Inc." "VRNT" 52.35 "US" "XNAS"
"The Southern Co." "SO" 68.63 "US" "XNYS"
"TAT Technologies Ltd." "TATT" 6.43 "US" "XNAS"
"Walgreens Boots Alliance, Inc." "WBA" 53.83 "AU" NA
"Uranium Royalty Corp." "UROY" 4.04 "US" "XNAS"
"U.S. Bancorp" "USB" 61.02 "US" "XNYS"
"The Hain Celestial Group, Inc." "HAIN" 42.47 "US" "XNAS"
"Veru, Inc." "VERU" 5.45 "US" "XNAS"
"Standard Lithium Ltd." "SLI" 8.6 "LN" NA
"Sonos, Inc." "SONO" 28.68 "US" "XNAS"
"Snowflake, Inc." "SNOW" 299.67 "CA" NA
"TORM Plc" "TRMD" 7.91 "US" "XNAS"
"Vermilion Energy, Inc." "VET" 13.97 "AU" NA
"The Home Depot, Inc." "HD" 393.56 "US" "XNYS"
"Transportadora de Gas del Sur SA" "TGS" 4.46 "AU" NA
"SS&C Technologies Holdings, Inc." "SSNC" 82.96 "US" "XNAS"
"SuperCom Ltd." "SPCB" 0.5 "US" "XNAS"
"Tilray, Inc." "TLRY" 6.43 "US" "XNAS"
"WESCO International, Inc." "WCC" 128.69 "AU" NA
"Truist Financial Corp." "TFC" 65.01 "CA" NA
"Summit Materials, Inc." "SUM" 39.13 "NZ" NA
"Westlake Chemical Corp." "WLK" 103.28 "US" "XNYS"
"Wheeler Real Estate Investment Trust, Inc." "WHLR" 1.9 "US" "XNAS"
"Two Harbors Investment Corp." "TWO" 5.82 "US" "XNYS"
"uniQure NV" "QURE" 19.54 "US" "XNAS"
"Switch, Inc. (Nevada)" "SWCH" 26.4 "US" "XNYS"
"SOS Ltd." "SOS" 0.8 "LN" NA
"Target Corp." "TGT" 230.78 "US" "XNYS"
"Viveve Medical, Inc." "VIVE" 1.16 "US" "XNAS"
"Vroom, Inc." "VRM" 9.71 "AU" NA
"WalkMe Ltd." "WKME" 17.98 NA NA
"Ventas, Inc." "VTR" 53.62 "US" "XNYS"
"The J. M. Smucker Co." "SJM" 143.35 "US" "XNYS"
"Sunstone Hotel Investors, Inc." "SHO" 12.05 "AU" NA
"Whiting Petroleum Corp." "WLL" 71.01 "AU" NA
"UiPath Inc - Ordinary Shares - Class A" "PATH" 39.19 "CA" NA
"Tri Pointe Homes, Inc." "TPH" 25.36 "CA" NA
"Wah Fu Education Group Ltd." "WAFU" 3.53 "US" "XNAS"
"Smith & Nephew PLC" "SNN" 35.3 "LN" NA
"Werner Enterprises, Inc." "WERN" 46.01 "US" "XNAS"
"Spotify Technology SA" "SPOT" 223.75 "CA" NA
"The Dixie Group, Inc." "DXYN" 5.44 "US" "XNAS"
"Trinseo SA" "TSE" 57.16 "US" "XNYS"
"Studio City International Holdings Ltd." "MSC" 5.69 "CA" NA
"The Toronto-Dominion Bank" "TD" 79.21 "CA" NA
"Toll Brothers, Inc." "TOL" 65.51 "AU" NA
"The Timken Co." "TKR" 74.07 "CA" NA
"ViacomCBS, Inc." "VIAC" 35.4 "US" "XNAS"
"Synaptics, Inc." "SYNA" 251.87 "US" "XNAS"
"TG Therapeutics, Inc." "TGTX" 17.53 "US" "XNAS"
"Stantec, Inc." "STN" 55.01 "AU" NA
"ViewRay, Inc." "VRAY" 4.71 "US" "XNAS"
"Weidai Ltd." "WEI" 0.75 "CA" NA
"Southwestern Energy Co." "SWN" 4.44 "US" "XNYS"
"Stride, Inc." "LRN" 31.55 "CA" NA
"Uxin Ltd." "UXIN" 1.28 "US" "XNAS"
"Vitru Ltd." "VTRU" 13.58 "US" "XNAS"
"SunPower Corp." "SPWR" 19.39 "US" "XNAS"
"Tantech Holdings Ltd." "TANH" 0.44 "US" "XNAS"
"Sohu.com Ltd." "SOHU" 16.48 "US" "XNAS"
"Waste Connections, Inc." "WCN" 130.24 "AU" NA
"Tupperware Brands Corp." "TUP" 15.55 "US" "XNYS"
"Turquoise Hill Resources Ltd." "TRQ" 15.4 "CA" NA
"The First Bancorp, Inc. (Maine)" "FNLC" 33.47 "US" "XNAS"
"VNET Group Inc - ADR" "VNET" 8.72 "LN" NA
"TreeHouse Foods, Inc." "THS" 44.03 "US" "XNYS"
"SunRun, Inc." "RUN" 31.71 "CA" NA
"Ternium SA" "TX" 48.24 "US" "XNYS"
"Williams-Sonoma, Inc." "WSM" 150.89 "CA" NA
"TotalEnergies SE" "TTE" 52.97 "US" "XNYS"
"Vintage Wine Estates, Inc." "VWE" 10.91 "US" "XNAS"
"Victoria`s Secret & Co" "VSCO" 56.79 "US" "XNYS"
"Vuzix Corp." "VUZI" 7.97 "US" "XNAS"
"TransAlta Corp." "TAC" 10.99 "US" "XNYS"
"Valley National Bancorp" "VLY" 14.68 "US" "XNAS"
"Teradata Corp." "TDC" 42.37 "US" "XNYS"
"Textron, Inc." "TXT" 78.28 "US" "XNYS"
"The Coca-Cola Co." "KO" 60.32 "CA" NA
"Takeda Pharmaceutical Co., Ltd." "TAK" 13.91 "CA" NA
"Western Alliance Bancorp." "WAL" 119.23 "AU" NA
"VeriSign, Inc." "VRSN" 237.82 "US" "XNAS"
"Under Armour, Inc." "UAA" 19.85 "US" "XNYS"
"Ucommune International Ltd." "UK" 0.6 "US" "XNAS"
"VBI Vaccines, Inc." "VBIV" 2.12 "US" "XNAS"
"Sun Communities, Inc." "SUI" 196.24 "CA" NA
"W&T Offshore, Inc." "WTI" 3.63 "US" "XNYS"
"The Bank of New York Mellon Corp." "BK" 62.33 "CA" NA
"Trilogy Metals, Inc." "TMQ" 1.61 "CA" NA
"Synthetic Biologics, Inc." "SYN" 0.28 "LN" NA
"Sunnova Energy International, Inc." "NOVA" 23.95 "CA" NA
"The RealReal, Inc." "REAL" 11.86 "CA" NA
"Trinity Biotech Plc" "TRIB" 1.33 "US" "XNAS"
"Synchronoss Technologies, Inc." "SNCR" 2.26 "US" "XNAS"
"Vanda Pharmaceuticals, Inc." "VNDA" 15.4 "US" "XNAS"
"Sprouts Farmers Markets, Inc." "SFM" 30.2 "AU" NA
"Sunworks, Inc." "SUNW" 2.82 "US" "XNAS"
"TETRA Technologies, Inc." "TTI" 3.08 "AU" NA
"Taro Pharmaceutical Industries Ltd." "TARO" 48.23 "US" "XNYS"
"VolitionRX Ltd." "VNRX" 3.06 "US" "XASE"
"Southwest Airlines Co." "LUV" 45.35 "US" "XNYS"
"The Walt Disney Co." "DIS" 157.84 "LN" NA
"STAAR Surgical Co." "STAA" 82.58 "US" "XNAS"
"Starbucks Corp." "SBUX" 107.58 "US" "XNAS"
"Sunlands Technology Group" "STG" 6.37 "AU" NA
"Splunk, Inc." "SPLK" 114.76 "US" "XNAS"
"Udemy, Inc." "UDMY" 14.69 NA NA
"The Wendy's Co." "WEN" 24.07 "US" "XNAS"
"Vocera Communications, Inc." "VCRA" 79.16 "US" "XNYS"
"Trinity Industries, Inc." "TRN" 31.16 "LN" NA
"Wells Fargo & Co." "WFC" 54.8 "CA" NA
"Surgalign Holdings, Inc." "SRGA" 0.8 "US" "XNAS"
"The Western Union Co." "WU" 19.01 "US" "XNYS"
"Spirit AeroSystems Holdings, Inc." "SPR" 47.45 "LN" NA
"Virgin Galactic Holdings, Inc." "SPCE" 12.45 "US" "XNYS"
"Smart Share Global Ltd." "EM" 1.76 "US" "XNAS"
"US Energy Corp." "USEG" 3.4 "US" "XNAS"
"Vir Biotechnology, Inc." "VIR" 33.64 "US" "XNAS"
"Tencent Music Entertainment Group" "TME" 6.74 "AU" NA
"State Street Corp." "STT" 101.67 "CA" NA
"TAL Education Group" "TAL" 3.43 "CA" NA
"Texas Roadhouse, Inc." "TXRH" 90.19 "US" "XNAS"
"Star Bulk Carriers Corp." "SBLK" 22.54 "US" "XNAS"
"SolarWinds Corp." "SWI" 14.04 "US" "XNYS"
"Verizon Communications, Inc." "VZ" 54.25 "US" "XNYS"
"The PNC Financial Services Group, Inc." "PNC" 223.71 "AU" NA
"Sysco Corp." "SYY" 80.44 "US" "XNYS"
"Telos Corp." "TLS" 13.74 "NZ" NA
"Tufin Software Technologies Ltd." "TUFN" 9.4 "US" "XNYS"
"Spectrum Pharmaceuticals, Inc." "SPPI" 1.16 "US" "XNAS"
"Smith & Wesson Brands, Inc." "SWBI" 17.63 "US" "XNAS"
"Tenneco, Inc." "TEN" 12.86 "AU" NA
"Trimble, Inc." "TRMB" 79.11 "US" "XNAS"
"Sweetgreen Inc - Ordinary Shares - Class A" "SG" 27.23 "CA" NA
"TPI Composites, Inc." "TPIC" 13.98 "US" "XNAS"
"Westinghouse Air Brake Technologies Corp." "WAB" 95.1 "US" "XNYS"
"The AES Corp." "AES" 23.11 "AU" NA
"Unity Software, Inc." "U" 120.28 "CA" NA
"Trevena, Inc." "TRVN" 0.63 "US" "XNAS"
"Tremor International Ltd." "TRMR" 14.1 "LN" NA
"Tiziana Life Sciences Plc" "TLSA" 0.98 "US" "XNAS"
"Viatris, Inc." "VTRS" 14.75 "US" "XNAS"
"Valero Energy Corp." "VLO" 80.99 "US" "XNYS"
"Starwood Property Trust, Inc." "STWD" 24.88 "US" "XNYS"
"The Estée Lauder Companies, Inc." "EL" 354.97 "CA" NA
"Veracyte, Inc." "VCYT" 33.6 "US" "XNAS"
"The Charles Schwab Corp." "SCHW" 91.74 "US" "XNYS"
"Staffing 360 Solutions, Inc." "STAF" 1.01 "LN" NA
"Vital Farms, Inc." "VITL" 18.46 "US" "XNAS"
"Under Armour, Inc." "UA" 16.98 "US" "XNYS"
"Vinco Ventures, Inc." "BBIG" 2.31 "US" "XNAS"
"The Hartford Financial Services Group, Inc." "HIG" 72.06 "AU" NA
"Targa Resources Corp." "TRGP" 55.91 "US" "XNYS"
"Tattooed Chef, Inc." "TTCF" 14.55 "US" "XNAS"
"Tyme Technologies, Inc." "TYME" 0.6 "US" "XNAS"
"Stratasys Ltd." "SSYS" 23.83 "US" "XNAS"
"Block, Inc." "SQ" 141.55 "US" "XNYS"
"Tootsie Roll Industries, Inc." "TR" 36.42 "CA" NA
"Broadmark Realty Capital, Inc." "BRMK" 9.76 "US" "XNYS"
"Callaway Golf Co." "ELY" 26.53 "CA" NA
"Caesars Entertainment, Inc." "CZR" 89.62 "AU" NA
"ChemoCentryx, Inc." "CCXI" 36.6 "US" "XNAS"
"Bioceres Crop Solutions Corp." "BIOX" 13.52 "US" "XNAS"
"Balchem Corp." "BCPC" 158.87 "US" "XNAS"
"Avalo Therapeutics Inc" "AVTX" 1.04 "US" "XNAS"
"Casey's General Stores, Inc." "CASY" 196.64 "US" "XNAS"
"Builders FirstSource, Inc." "BLDR" 78.63 "US" "XNYS"
"Brookfield Asset Management, Inc." "BAM" 57.37 "US" "XNYS"
"BP plc - ADR" "BP" 29.68 "LN" NA
"Boston Omaha Corp." "BOMN" 29.11 "US" "XNAS"
"Bruker Corp." "BRKR" 74.19 "US" "XNAS"
"Avidity Biosciences, Inc." "RNA" 19.2 "US" "XNAS"
"ChampionX Corp." "CHX" 22.9 "US" "XNAS"
"BlueCity Holdings Ltd." "BLCT" 1.44 "US" "XNAS"
"CAE, Inc." "CAE" 25.51 "AU" NA
"Azenta Inc" "AZTA" 93.57 NA NA
"Bumble Inc - Ordinary Shares - Class A" "BMBL" 31.44 "US" "XNAS"
"Cabot Corp." "CBT" 58.53 "US" "XNYS"
"Blackstone Mortgage Trust, Inc." "BXMT" 31.31 "US" "XNYS"
"Blueprint Medicines Corp." "BPMC" 91.55 "US" "XNAS"
"BankFinancial Corp." "BFIN" 10.84 "US" "XNAS"
"Brown-Forman Corp." "BF/B" 68.14 NA NA
"Avery Dennison Corp." "AVY" 213.27 "US" "XNYS"
"BellRing Brands, Inc." "BRBR" 26.24 "US" "XNYS"
